,SALE TYPE,PROPERTY TYPE,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,PRICE PER SQFT,HOA PER MONTH,STATUS,SOURCE,MLS,LATITUDE,LONGITUDE
226,MLS Listing,Condo/Co-op,Lake Oswego,OR,97035.0,224500.0,2.0,1.5,"Lake Oswego, West Linn",1216.0,6969.0,1981.0,90.0,185.0,380.0,Active,RMLS,18453505,45.44975158195801,-122.709274218042
227,MLS Listing,Townhouse,Portland,OR,97230.0,224999.0,2.0,2.0,Portland Northeast,1096.0,1742.0,2000.0,12.0,205.0,120.0,Active,RMLS,18525892,45.58282017845376,-122.46840882154623
230,MLS Listing,Single Family Residential,Portland,OR,97217.0,225000.0,1.0,1.0,Portland North,750.0,6969.0,2005.0,151.0,300.0,340.0,Active,RMLS,18694975,45.588006749120375,-122.7239519508796
232,MLS Listing,Single Family Residential,Portland,OR,97217.0,225000.0,1.0,1.0,Buoy One Moorage,834.0,6969.0,1994.0,33.0,270.0,0.0,Active,RMLS,18250989,45.62099034924899,-122.653708650751
233,MLS Listing,Condo/Co-op,Portland,OR,97239.0,225000.0,1.0,1.0,OHSU-West Hills,639.0,6969.0,1960.0,20.0,352.0,320.0,Active,RMLS,18194008,45.47756579583437,-122.70852530416563
235,MLS Listing,Condo/Co-op,Portland,OR,97214.0,225000.0,1.0,1.0,BUCKMAN,509.0,6969.0,1977.0,2.0,442.0,245.0,Active,RMLS,18503246,45.51680798437109,-122.64976251562892
240,MLS Listing,Single Family Residential,Portland,OR,97219.0,225000.0,3.0,2.5,Macadam Bay Moorage,2625.0,6969.0,1980.0,91.0,86.0,0.0,Active,RMLS,18369751,45.497212174819744,-122.64015142518024
242,MLS Listing,Condo/Co-op,Lake Oswego,OR,97035.0,229000.0,2.0,2.0,"Lake Oswego, West Linn",1212.0,6969.0,1978.0,48.0,189.0,464.0,Active,RMLS,18405339,45.42967514924785,-122.71963645075216
243,MLS Listing,Condo/Co-op,Portland,OR,97205.0,229000.0,1.0,1.0,GOOSE HOLLOW,520.0,6969.0,1962.0,156.0,440.0,279.0,Active,RMLS,18625598,45.51370606287959,-122.7003501371204
244,MLS Listing,Condo/Co-op,Portland,OR,97209.0,229000.0,0.0,1.0,"Portland West, Raleigh Hills",550.0,6969.0,2004.0,28.0,416.0,225.0,Active,RMLS,18119538,45.55731853362694,-122.65498436637304
245,MLS Listing,Condo/Co-op,Portland,OR,97225.0,229900.0,2.0,2.0,"Portland West, Raleigh Hills",1128.0,6969.0,1983.0,12.0,204.0,258.0,Active,RMLS,18343790,45.51922524534435,-122.79997265465566
246,MLS Listing,Condo/Co-op,Portland,OR,97209.0,229900.0,0.0,1.0,ALPHABET DISTRICT,535.0,6969.0,1925.0,105.0,430.0,374.0,Active,RMLS,18643155,45.55874256508875,-122.65986963491125
247,MLS Listing,Single Family Residential,Portland,OR,97220.0,230000.0,2.0,1.0,Portland Northeast,941.0,3920.0,1942.0,118.0,244.0,0.0,Active,RMLS,18481538,45.57969723565792,-122.52872336434208
248,MLS Listing,Condo/Co-op,Portland,OR,97201.0,230000.0,0.0,1.0,"Portland West, Raleigh Hills",532.0,6969.0,1951.0,104.0,432.0,421.0,Active,RMLS,18237683,45.5349267103721,-122.6658764896279
249,MLS Listing,Multi-Family (2-4 Unit),Portland,OR,97266.0,230000.0,4.0,2.0,Portland Southeast,1344.0,6969.0,1955.0,28.0,171.0,0.0,Active,RMLS,18419876,45.49308921466186,-122.54356958533816
250,MLS Listing,Condo/Co-op,Portland,OR,97205.0,230000.0,1.0,1.0,CULTURAL ARTS DISTRICT,433.0,6969.0,1924.0,21.0,531.0,358.0,Active,RMLS,18696565,45.516073056267366,-122.68403994373264
251,MLS Listing,Condo/Co-op,Milwaukie,OR,97267.0,234400.0,3.0,2.5,Stockbridge Condos,1306.0,6969.0,1990.0,182.0,179.0,450.0,Active,RMLS,18020275,45.44616104315525,-122.55796495684476
252,MLS Listing,Single Family Residential,Portland,OR,97230.0,234900.0,3.0,1.5,WILKES EAST,1270.0,6969.0,1966.0,48.0,185.0,0.0,Active,RMLS,18495729,45.5413479068168,-122.4694757931832
253,MLS Listing,Single Family Residential,Portland,OR,97206.0,234900.0,2.0,1.0,Portland Southeast,952.0,4791.0,1948.0,48.0,247.0,0.0,Active,RMLS,18538047,45.4634962420679,-122.5990704579321
254,MLS Listing,Single Family Residential,Portland,OR,97230.0,235000.0,2.0,2.0,HAZELWOOD,1176.0,7840.0,1952.0,8.0,200.0,0.0,Active,RMLS,18058693,45.541739700003255,-122.52015049999676
255,MLS Listing,Single Family Residential,Portland,OR,97231.0,235000.0,1.0,2.0,ROCKY POINTE MARINA,735.0,6969.0,1979.0,146.0,320.0,564.0,Active,RMLS,18677714,45.7264012141458,-122.8415723858542
256,MLS Listing,Condo/Co-op,Tigard,OR,97224.0,237000.0,2.0,2.0,HIGHLAND PARK CONDO,1128.0,6969.0,1992.0,38.0,210.0,300.0,Active,RMLS,18015153,45.40588995602824,-122.80629794397176
257,MLS Listing,Condo/Co-op,Portland,OR,97236.0,238000.0,2.0,2.0,WADE PARK ESTATES,1556.0,6969.0,1980.0,22.0,153.0,585.0,Active,RMLS,18002619,45.50101426704753,-122.50378073295248
258,MLS Listing,Condo/Co-op,Portland,OR,97217.0,239000.0,1.0,1.5,HAYDEN ISLAND/JANTZEN BEACH,824.0,6969.0,1983.0,63.0,290.0,325.0,Active,RMLS,18292192,45.61834715081188,-122.66188694918812
259,MLS Listing,Single Family Residential,Happy Valley,OR,97086.0,239000.0,1.0,1.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",557.0,3920.0,1935.0,97.0,429.0,0.0,Active,RMLS,18138274,45.45620491100605,-122.58264708899397
260,MLS Listing,Condo/Co-op,Portland,OR,97232.0,239000.0,1.0,1.0,Portland Northeast,621.0,6969.0,1949.0,128.0,385.0,320.0,Active,RMLS,18339494,45.5261250117813,-122.6520408882187
261,MLS Listing,Condo/Co-op,Portland,OR,97225.0,239899.0,2.0,2.0,"Portland West, Raleigh Hills",1128.0,6969.0,1983.0,13.0,213.0,258.0,Active,RMLS,18206644,45.52999249088966,-122.78911570911032
262,MLS Listing,Single Family Residential,Portland,OR,97220.0,239900.0,2.0,1.0,MAYWOOD PARK,2739.0,6969.0,1942.0,115.0,88.0,0.0,Active,RMLS,18483795,45.54149085509514,-122.56759684490488
263,MLS Listing,Timeshare,Portland,OR,97205.0,239900.0,1.0,1.0,"Portland West, Raleigh Hills",864.0,20037.0,1960.0,4.0,278.0,896.0,Active,RMLS,18149268,45.52822350582064,-122.69202059417935
264,MLS Listing,Condo/Co-op,Portland,OR,97219.0,239900.0,2.0,2.0,"Portland West, Raleigh Hills",890.0,6969.0,1990.0,49.0,270.0,451.0,Active,RMLS,18569196,45.47265612060525,-122.71315527939473
265,MLS Listing,Single Family Residential,Milwaukie,OR,97222.0,240000.0,2.0,1.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",830.0,4791.0,1925.0,96.0,289.0,0.0,Active,RMLS,18022986,45.45230806562449,-122.61684343437553
266,MLS Listing,Condo/Co-op,Portland,OR,97217.0,240000.0,1.0,1.0,COLUMBIA POINT WEST CONDOS,858.0,6969.0,1991.0,267.0,280.0,340.0,Active,RMLS,17671241,45.6415778790321,-122.6404123209679
268,MLS Listing,Condo/Co-op,Portland,OR,97201.0,241900.0,1.0,1.0,"Portland West, Raleigh Hills",623.0,6969.0,1903.0,24.0,388.0,337.0,Active,RMLS,18688712,45.53655567402517,-122.66508782597482
269,MLS Listing,Condo/Co-op,Portland,OR,97229.0,243900.0,3.0,2.0,NW Washington Co or Sauvie Island,1313.0,6969.0,1994.0,161.0,186.0,511.0,Active,RMLS,18324084,45.59048619328333,-122.82883580671668
270,MLS Listing,Townhouse,Portland,OR,97211.0,244800.0,2.0,2.5,Roth Estates,1382.0,1742.0,1997.0,2.0,177.0,8.0,Active,RMLS,18627763,45.59565501548047,-122.66597548451952
272,MLS Listing,Condo/Co-op,Portland,OR,97229.0,244900.0,3.0,2.0,BETHANY,1313.0,6969.0,1994.0,68.0,187.0,511.0,Active,RMLS,18393360,45.56844128325562,-122.8514846167444
274,MLS Listing,Condo/Co-op,Tigard,OR,97224.0,245000.0,2.0,2.0,"Tigard, Tualatin, Sherwood, Wilsonville",1042.0,6969.0,1992.0,28.0,235.0,300.0,Active,RMLS,18195383,45.40711996827511,-122.80570573172488
275,MLS Listing,Townhouse,Portland,OR,97233.0,245000.0,3.0,2.5,Portland Southeast,1284.0,1306.0,2000.0,8.0,191.0,0.0,Active,RMLS,18019090,45.51376634874254,-122.51998855125746
276,MLS Listing,Condo/Co-op,Portland,OR,97217.0,245000.0,1.0,1.0,Portland North,905.0,6969.0,1991.0,21.0,271.0,340.0,Active,RMLS,18426227,45.61081851435996,-122.67074648564004
277,MLS Listing,Condo/Co-op,Portland,OR,97213.0,245000.0,1.0,1.0,NORTH TABOR,573.0,6969.0,1945.0,111.0,428.0,295.0,Active,RMLS,18044090,45.52334506008285,-122.60309583991712
278,MLS Listing,Condo/Co-op,Portland,OR,97209.0,246300.0,0.0,1.0,Pearl District,494.0,6969.0,2004.0,92.0,499.0,237.0,Active,RMLS,18385246,45.54412786201332,-122.66765263798668
279,MLS Listing,Condo/Co-op,Portland,OR,97217.0,247000.0,2.0,1.5,Hayden Island / Jantzen Beach,1448.0,6969.0,1974.0,125.0,171.0,400.0,Active,RMLS,18365446,45.586985160932,-122.696634839068
280,MLS Listing,Condo/Co-op,Tigard,OR,97224.0,247500.0,2.0,2.0,Highlands,1128.0,6969.0,1990.0,47.0,219.0,300.0,Active,RMLS,18618970,45.399056590290805,-122.81399750970918
281,MLS Listing,Single Family Residential,Portland,OR,97206.0,248000.0,2.0,1.0,BRENTWOOD DARLINGTON,790.0,6098.0,1953.0,16.0,314.0,0.0,Active,RMLS,18389074,45.49986661218262,-122.57023308781736
283,MLS Listing,Townhouse,Portland,OR,97233.0,248500.0,3.0,1.5,Portland Southeast,1268.0,1306.0,2000.0,6.0,196.0,0.0,Active,RMLS,18342116,45.5219901888657,-122.5124298111343
286,MLS Listing,Single Family Residential,Portland,OR,97236.0,249900.0,2.0,1.0,Portland Southeast,1650.0,6969.0,1961.0,26.0,151.0,0.0,Active,RMLS,18117852,45.47979744602545,-122.51096215397456
287,MLS Listing,Condo/Co-op,Portland,OR,97266.0,249900.0,3.0,2.5,Portland Southeast,1340.0,6969.0,2009.0,35.0,186.0,200.0,Active,RMLS,18548219,45.51102433716135,-122.54866156283865
288,MLS Listing,Townhouse,Portland,OR,97230.0,249900.0,3.0,2.5,River View Village,1286.0,1742.0,2003.0,265.0,194.0,23.0,Active,RMLS,17576882,45.54875455174343,-122.50100544825658
289,MLS Listing,Townhouse,Portland,OR,97219.0,250000.0,3.0,2.0,HIDDEN VILLAGE,1276.0,2613.0,1980.0,24.0,196.0,388.0,Active,RMLS,18511289,45.48614303843102,-122.716288961569
291,MLS Listing,Single Family Residential,Portland,OR,97218.0,250000.0,3.0,1.0,Portland Northeast,1094.0,9147.0,1925.0,247.0,229.0,0.0,Active,RMLS,18575842,45.52128364169053,-122.63250245830946
293,MLS Listing,Single Family Residential,Portland,OR,97220.0,250000.0,2.0,1.0,Portland Northeast,727.0,7405.0,1947.0,9.0,344.0,0.0,Active,RMLS,18299260,45.55448014222678,-122.55638095777324
294,MLS Listing,Condo/Co-op,Portland,OR,97211.0,250000.0,2.0,1.0,ALBERTA ARTS,820.0,6969.0,1981.0,55.0,305.0,285.0,Active,RMLS,18577712,45.587609081524654,-122.62757701847536
296,MLS Listing,Condo/Co-op,Portland,OR,97212.0,250000.0,1.0,1.0,Portland Northeast,554.0,6969.0,1966.0,6.0,451.0,167.0,Active,RMLS,18074885,45.5561984799975,-122.62524472000251
298,MLS Listing,Condo/Co-op,Portland,OR,97213.0,250000.0,2.0,1.0,Portland Northeast,687.0,6969.0,1966.0,23.0,364.0,274.0,Active,RMLS,18646000,45.54864533951445,-122.57620646048557
300,MLS Listing,Condo/Co-op,Tigard,OR,97224.0,250000.0,2.0,2.0,"Tigard, Tualatin, Sherwood, Wilsonville",1002.0,6969.0,1992.0,58.0,250.0,300.0,Active,RMLS,18494874,45.43362447893513,-122.77803482106488
301,MLS Listing,Condo/Co-op,Portland,OR,97229.0,250000.0,3.0,2.0,Rock Creek,1358.0,6969.0,1994.0,90.0,184.0,510.0,Active,RMLS,18651493,45.58907985997324,-122.82979714002676
302,MLS Listing,Condo/Co-op,Portland,OR,97209.0,250000.0,1.0,1.0,"Portland West, Raleigh Hills",741.0,6969.0,1982.0,28.0,337.0,283.0,Active,RMLS,18574712,45.53276793606936,-122.66988586393062
304,MLS Listing,Single Family Residential,Portland,OR,97211.0,250000.0,2.0,2.0,BRIDGETON,1300.0,6969.0,1979.0,126.0,192.0,0.0,Active,RMLS,18042309,45.6243962240904,-122.6436407759096
305,MLS Listing,Condo/Co-op,Portland,OR,97236.0,252000.0,3.0,2.5,Portland Southeast,1569.0,6969.0,2008.0,378.0,161.0,160.0,Active,RMLS,17583422,45.52917324300128,-122.4857210569987
306,MLS Listing,Single Family Residential,Portland,OR,97217.0,253000.0,1.0,1.0,Portland North,742.0,6969.0,2008.0,90.0,341.0,375.0,Active,RMLS,18348035,45.59945554724318,-122.69831735275682
308,MLS Listing,Condo/Co-op,Milwaukie,OR,97267.0,254900.0,3.0,2.5,STOCKBRIDGE,1306.0,6969.0,1990.0,1.0,195.0,450.0,Active,RMLS,18696166,45.438832633086086,-122.56623036691391
309,MLS Listing,Single Family Residential,Portland,OR,97206.0,254900.0,3.0,1.0,Portland Southeast,1937.0,5227.0,1931.0,68.0,132.0,0.0,Active,RMLS,18693193,45.49952064245542,-122.5611325575446
310,MLS Listing,Single Family Residential,Portland,OR,97233.0,254900.0,3.0,1.0,Portland Northeast,1430.0,7405.0,1963.0,14.0,178.0,0.0,Active,RMLS,18006414,45.53401715937419,-122.45349894062582
311,MLS Listing,Single Family Residential,Portland,OR,97266.0,254900.0,2.0,1.0,Lents,1779.0,7405.0,1913.0,65.0,143.0,0.0,Active,RMLS,18075126,45.47424151633162,-122.5742727836684
312,MLS Listing,Single Family Residential,Portland,OR,97266.0,255900.0,2.0,2.0,Portland Southeast,800.0,6969.0,2018.0,3.0,320.0,41.0,Active,RMLS,18438104,45.510626652180086,-122.52673914781992
313,MLS Listing,Single Family Residential,Portland,OR,97220.0,257000.0,3.0,1.0,Portland Northeast,960.0,7405.0,1955.0,35.0,268.0,0.0,Active,RMLS,18445416,45.56030322806547,-122.52225157193452
314,MLS Listing,Condo/Co-op,Portland,OR,97210.0,259000.0,0.0,1.0,"Portland West, Raleigh Hills",439.0,6969.0,1927.0,65.0,590.0,340.0,Active,RMLS,18192506,45.51748016553652,-122.72174993446347
315,MLS Listing,Single Family Residential,Portland,OR,97236.0,259000.0,2.0,2.0,Portland Southeast,1288.0,871.0,1985.0,162.0,201.0,175.0,Active,RMLS,18288999,45.497597586181485,-122.4878018138185
316,MLS Listing,Townhouse,Portland,OR,97035.0,259000.0,2.0,1.5,GLENDOVEER,1305.0,6969.0,2000.0,24.0,198.0,0.0,Active,RMLS,18319081,45.52162179533834,-122.53674210466166
317,MLS Listing,Condo/Co-op,Portland,OR,97209.0,259000.0,1.0,1.0,MC CORMICK PIER CONDOMINIUM,696.0,6969.0,1982.0,41.0,372.0,283.0,Active,RMLS,18102281,45.54998404216226,-122.65567975783772
318,MLS Listing,Townhouse,Portland,OR,97233.0,259000.0,3.0,2.5,Portland Southeast,1580.0,1742.0,2000.0,28.0,164.0,0.0,Active,RMLS,18346644,45.51854931493615,-122.51620238506383
319,MLS Listing,Single Family Residential,Portland,OR,97266.0,259900.0,2.0,1.0,Portland Southeast,1134.0,4791.0,1923.0,110.0,229.0,0.0,Active,RMLS,18538039,45.481109878248006,-122.555214121752
320,MLS Listing,Single Family Residential,Portland,OR,97230.0,259900.0,3.0,1.5,GLENDOVEER ACRES,1518.0,8276.0,1943.0,31.0,171.0,0.0,Active,RMLS,18012927,45.527295885665886,-122.5027944143341
321,MLS Listing,Single Family Residential,Milwaukie,OR,97222.0,259900.0,2.0,1.0,ARDENWALD,710.0,5662.0,1940.0,2.0,366.0,0.0,Active,RMLS,18228502,45.44644680012394,-122.63376029987604
322,MLS Listing,Townhouse,Portland,OR,97236.0,259900.0,3.0,2.0,Portland Southeast,1483.0,2178.0,2000.0,13.0,175.0,0.0,Active,RMLS,18386242,45.50838532062652,-122.49924317937348
323,MLS Listing,Single Family Residential,Portland,OR,97217.0,259900.0,2.0,1.5,HAYDEN ISLAND / JANTZEN BEACH,1269.0,6969.0,2000.0,136.0,205.0,822.0,Active,RMLS,18555134,45.60778162632703,-122.68152187367296
324,MLS Listing,Multi-Family (2-4 Unit),Portland,OR,97233.0,259900.0,2.0,2.0,Portland Southeast,840.0,6969.0,1942.0,2.0,309.0,0.0,Active,RMLS,18534723,45.52454241122112,-122.49613448877888
325,MLS Listing,Condo/Co-op,Portland,OR,97236.0,259900.0,3.0,2.5,Portland Southeast,1504.0,6969.0,2007.0,66.0,173.0,300.0,Active,RMLS,18035648,45.48063682752259,-122.5424834724774
326,MLS Listing,Townhouse,Portland,OR,97230.0,259950.0,3.0,2.5,River View Village,1555.0,1742.0,2003.0,265.0,167.0,23.0,Active,RMLS,17398996,45.58064604990694,-122.46968185009308
327,MLS Listing,Townhouse,Portland,OR,97230.0,259950.0,3.0,2.5,River View Village,1426.0,1742.0,2003.0,265.0,182.0,23.0,Active,RMLS,17575144,45.54417812461581,-122.5061346753842
328,MLS Listing,Condo/Co-op,Portland,OR,97229.0,260000.0,2.0,2.0,Timberland,1119.0,6969.0,2007.0,117.0,232.0,253.0,Active,RMLS,18014964,45.54683111529497,-122.77809968470504
329,MLS Listing,Single Family Residential,Portland,OR,97230.0,260000.0,4.0,2.5,Portland Northeast,2125.0,7405.0,1960.0,106.0,122.0,0.0,Active,RMLS,18100277,45.5312834581778,-122.4569184418222
330,MLS Listing,Condo/Co-op,Portland,OR,97205.0,260000.0,2.0,2.0,PARK VISTA CO-OP,1564.0,6969.0,1960.0,41.0,166.0,1618.0,Active,RMLS,18475119,45.51980150335254,-122.70033029664746
333,MLS Listing,Condo/Co-op,Portland,OR,97209.0,260000.0,1.0,1.0,OLD TOWN LOFTS,628.0,6969.0,2001.0,105.0,414.0,354.0,Active,RMLS,18127342,45.5237445734243,-122.6770929265757
334,MLS Listing,Single Family Residential,Portland,OR,97231.0,260000.0,2.0,2.0,LARSON'S MOORAGE,1300.0,6969.0,1991.0,56.0,200.0,0.0,Active,RMLS,18569176,45.60916480355874,-122.82688919644124
335,MLS Listing,Condo/Co-op,Portland,OR,97209.0,260000.0,1.0,1.0,Old Town,626.0,6969.0,2001.0,6.0,415.0,354.0,Active,RMLS,18163410,45.53705539567031,-122.66391840432968
336,MLS Listing,Townhouse,Portland,OR,97236.0,260000.0,3.0,2.0,Portland Southeast,1384.0,1742.0,2000.0,23.0,188.0,0.0,Active,RMLS,18036976,45.51080267462847,-122.49685082537152
337,MLS Listing,Single Family Residential,Portland,OR,97266.0,263500.0,2.0,1.5,Lents,960.0,3920.0,1908.0,50.0,274.0,0.0,Active,RMLS,18639849,45.48739010471776,-122.55966139528223
338,MLS Listing,Single Family Residential,Portland,OR,97266.0,264900.0,1.0,1.0,Portland Southeast,729.0,6534.0,1948.0,14.0,363.0,0.0,Active,RMLS,18446776,45.51521492147842,-122.53455537852156
339,MLS Listing,Condo/Co-op,Portland,OR,97229.0,264990.0,2.0,2.0,2-303,964.0,6969.0,2018.0,32.0,275.0,300.0,Active,RMLS,18362289,45.57792148462054,-122.83990851537943
340,MLS Listing,Single Family Residential,Portland,OR,97233.0,265000.0,3.0,1.0,Portland Southeast,1008.0,6534.0,1962.0,66.0,263.0,0.0,Active,RMLS,18511467,45.53032279057233,-122.46282410942766
341,MLS Listing,Single Family Residential,Portland,OR,97206.0,265000.0,2.0,1.0,Portland Southeast,1376.0,8712.0,1929.0,33.0,193.0,0.0,Active,RMLS,18423017,45.47946485045254,-122.58445674954746
342,MLS Listing,Single Family Residential,Portland,OR,97233.0,265000.0,2.0,1.0,Portland Southeast,948.0,7405.0,1957.0,28.0,280.0,0.0,Active,RMLS,18457180,45.53077928127808,-122.47933541872192
343,MLS Listing,Townhouse,Portland,OR,97266.0,265000.0,3.0,2.5,Portland Southeast,1397.0,2178.0,2003.0,77.0,190.0,0.0,Active,RMLS,18251340,45.51158407205938,-122.51915492794062
346,MLS Listing,Townhouse,Portland,OR,97203.0,265000.0,3.0,1.5,Portsmouth,1080.0,3484.0,1984.0,55.0,245.0,0.0,Active,RMLS,18073630,45.619882272407374,-122.68133832759264
347,MLS Listing,Single Family Residential,Milwaukie,OR,97222.0,265000.0,2.0,1.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",713.0,5662.0,1920.0,239.0,372.0,0.0,Active,RMLS,18543491,45.457529427239294,-122.58951757276073
348,MLS Listing,Single Family Residential,Portland,OR,97231.0,265000.0,2.0,1.0,Sauvie Island,912.0,6969.0,1940.0,1.0,291.0,465.0,Active,RMLS,18697597,45.65796503988763,-122.80392186011235
349,MLS Listing,Single Family Residential,Portland,OR,97230.0,265000.0,3.0,1.0,Portland Northeast,888.0,7840.0,1954.0,23.0,298.0,0.0,Active,RMLS,18501476,45.53902859233848,-122.52175440766152
350,MLS Listing,Condo/Co-op,Portland,OR,97236.0,266900.0,3.0,2.5,Portland Southeast,1614.0,6969.0,2008.0,65.0,165.0,169.0,Active,RMLS,18650209,45.51316417148831,-122.50185202851168
351,MLS Listing,Condo/Co-op,Portland,OR,97201.0,268000.0,1.0,1.0,HARRISON WEST CONDOMINIUMS,579.0,6969.0,1965.0,7.0,463.0,496.0,Active,RMLS,18632434,45.53801802474878,-122.6517711752512
352,MLS Listing,Condo/Co-op,Portland,OR,97236.0,269000.0,3.0,2.5,Portland Southeast,1824.0,6969.0,2007.0,147.0,147.0,300.0,Active,RMLS,18003161,45.51638890156627,-122.50706719843372
353,MLS Listing,Condo/Co-op,Portland,OR,97201.0,269000.0,2.0,1.5,Broadway View Condominiums,861.0,6969.0,1968.0,146.0,312.0,335.0,Active,RMLS,18682944,45.51963800359145,-122.67115679640855
354,MLS Listing,Single Family Residential,Portland,OR,97217.0,269000.0,3.0,1.0,Portland North,928.0,5227.0,1954.0,286.0,290.0,0.0,Active,RMLS,17506623,45.60045691762701,-122.693904182373
355,MLS Listing,Condo/Co-op,Portland,OR,97266.0,269000.0,3.0,2.5,Portland Southeast,1411.0,6969.0,2003.0,7.0,191.0,67.0,Active,RMLS,18368017,45.50936955885744,-122.56551814114256
356,MLS Listing,Condo/Co-op,Portland,OR,97221.0,269000.0,2.0,2.0,Highland Crest,1098.0,6969.0,1966.0,34.0,245.0,400.0,Active,RMLS,18240384,45.51704008277354,-122.72534691722647
358,MLS Listing,Condo/Co-op,Portland,OR,97211.0,269000.0,1.0,1.0,Portland Northeast,792.0,6969.0,1926.0,41.0,340.0,225.0,Active,RMLS,18030562,45.57380193056685,-122.65533466943316
359,MLS Listing,Single Family Residential,Portland,OR,97236.0,269500.0,3.0,2.0,Portland Southeast,1078.0,8712.0,1979.0,54.0,250.0,0.0,Active,RMLS,18650331,45.51375236406469,-122.5106900359353
360,MLS Listing,Condo/Co-op,Portland,OR,97201.0,269900.0,2.0,1.5,SOUTHWEST HILLS,861.0,6969.0,1968.0,20.0,313.0,335.0,Active,RMLS,18566822,45.51723384358945,-122.67460275641056
361,MLS Listing,Single Family Residential,Portland,OR,97233.0,269900.0,4.0,2.0,Portland Southeast,1716.0,6969.0,1956.0,148.0,157.0,0.0,Active,RMLS,18128188,45.51489585281199,-122.506716147188
362,MLS Listing,Condo/Co-op,Portland,OR,97210.0,269900.0,1.0,1.0,"Portland West, Raleigh Hills",513.0,6969.0,1910.0,76.0,526.0,374.0,Active,RMLS,18218702,45.531617257366726,-122.69101134263326
363,MLS Listing,Condo/Co-op,Portland,OR,97209.0,269900.0,1.0,1.0,Royal Arms,618.0,6969.0,1915.0,8.0,437.0,433.0,Active,RMLS,18447203,45.528134247912426,-122.69228045208756
364,MLS Listing,Condo/Co-op,Portland,OR,97216.0,269900.0,3.0,2.5,Portland Southeast,1426.0,6969.0,2005.0,8.0,189.0,152.0,Active,RMLS,18361733,45.51387734698452,-122.53793455301546
365,MLS Listing,Condo/Co-op,Portland,OR,97266.0,269900.0,3.0,2.5,Portland Southeast,1437.0,6969.0,2007.0,35.0,188.0,115.0,Active,RMLS,18627150,45.51613818707086,-122.54897361292912
366,MLS Listing,Single Family Residential,Portland,OR,97266.0,269900.0,3.0,1.0,POWELLHURST - GILBERT,1200.0,8276.0,1953.0,22.0,225.0,0.0,Active,RMLS,18483583,45.49192061032712,-122.5369182896729
367,MLS Listing,Condo/Co-op,Portland,OR,97210.0,269900.0,1.0,1.0,ALPHABET DISTRICT,521.0,6969.0,1909.0,42.0,518.0,415.0,Active,RMLS,18537078,45.54135497278206,-122.67792312721797
368,MLS Listing,Condo/Co-op,Portland,OR,97205.0,269950.0,1.0,1.0,HAMILTON ARMS,713.0,6969.0,1928.0,45.0,379.0,552.0,Active,RMLS,18141804,45.51102285539833,-122.69898064460166
369,MLS Listing,Townhouse,Portland,OR,97266.0,269990.0,2.0,2.5,Portland Southeast,1652.0,3920.0,1954.0,10.0,163.0,0.0,Active,RMLS,18391205,45.49074546622544,-122.53930793377457
370,MLS Listing,Condo/Co-op,Portland,OR,97229.0,269990.0,2.0,2.0,NW Washington Co or Sauvie Island,964.0,6969.0,2018.0,61.0,280.0,289.0,Active,RMLS,18040892,45.5060538507738,-122.6416070492262
